genre|simCount|avgDuration|avgHotttnesss
indie rock|82|22.832597195121952|0.4146308292711708
protopunk|5|21.654286000000024|0.0
alternative metal|87|21.707658275862073|0.544197108590654
latin pop|21|20.800277619047616|0.33787771266405614
dubstep|40|22.075841249999996|0.3766746404444505
greek|46|24.096548478260868|0.027568357702369355
downtempo|178|22.185052191011273|0.3564011888165695
melbourne|9|29.889735555555554|0.09797173999347021
mambo|35|26.262096|0.3129537644193691
kirtan|2|46.750135|0.34729886666752735
industrial rock|3|24.185720000000003|0.40757085195306514
chicago blues|211|21.2359837914692|0.3471131465350816
rock steady|45|18.52681355555556|0.38719810246756253
brazil|6|22.78246|0.29547099049043
miami bass|12|18.628399166666664|0.30790209386949613
old school hip hop|3|24.490916666666674|0.3852995882958378
glitch|2|35.32210500000001|0.3070535269426299
g funk|9|27.411347777777777|0.4165351354792182
doom metal|35|22.013088285714286|0.4332139053266423
freakbeat|19|20.98658578947368|0.18761290928201269
latin jazz|431|22.452359930394433|0.3540592809822062
pop rock|365|23.368282821917813|0.42227597263920696
harmonica blues|98|21.829293163265305|0.36523018530065327
chicago soul|33|21.557556363636365|0.369583544374572
female vocalist|4|22.820767500000002|0.4318827563379648
ost|2|19.677294999999997|0.3063191254410885
stoner rock|7|22.156945714285715|0.42896409637719335
musica|1|17.497820000000004|0.4429681887349921
folk rock|152|22.59478414473685|0.408515157457597
soukous|107|23.253273271028032|0.28159220264495205
visual kei|17|20.877280588235294|0.07222296673957224
chamber music|34|17.352703235294115|0.47230648297069766
nu jazz|46|24.9838245652174|0.062164139987445785
musette|35|18.083903714285714|0.24527468103793013
dance rock|73|27.08660876712329|0.4600572617994473
sonata|13|25.58903461538461|0.0
chanson francaise|4|28.9178725|0.08850352912496201
country rock|321|20.489870685358248|0.38437642997706706
pop|66|20.18385393939394|0.6058746597389376
parody|8|28.6718775|0.30608222641887534
rumba|56|23.892080535714296|0.2722807127404456
happy hardcore|9|42.19435555555555|0.35764780938774493
dancehall|240|24.01915470833334|0.35809510447401627
southern gospel|51|19.907830588235292|0.30856228526595325
christian music|4|25.316997500000003|0.35850077758251947
groove metal|3|23.06608666666666|0.4507496190542611
jazz blues|13|17.666539999999998|0.3992628945224883
8-bit|4|33.64526499999999|0.33017332981413616
spanish|7|41.15130857142857|0.0
soft rock|147|23.33812897959183|0.4694661664523283
world|2|28.49329000000001|0.4014401456045492
rap|212|19.20814603773585|0.5182050368801249
frevo|4|31.497777499999998|0.2588355969676941
congo|11|25.704539090909087|0.251565651402027
german pop|62|25.340194999999998|0.32056963404832267
techno|37|41.206820270270285|0.38858503246759035
screamo|12|21.744160833333336|0.5028569590775703
brill building pop|29|21.563589655172414|0.44132198391547606
nu metal|16|22.354161874999992|0.411043332118352
ballet|7|17.558199999999996|0.49576633024009714
german|4|34.73312|0.3490852872440214
blues|268|19.89540876865671|0.40254146089273457
zouklove|5|31.256439999999998|0.362693206049216
bossa nova|218|21.455171192660572|0.35769544452786584
british pop|39|22.50204205128205|0.6185592902359439
christian metal|1|11.834330000000001|0.3528241940138724
marimba|41|24.609331951219513|0.0
free jazz|170|20.594435411764714|0.33974466694116473
ragga jungle|3|42.56890666666666|0.21004373635964393
club|11|33.969968181818174|0.3913624925145532
country pop|9|21.23089888888889|0.46219010459077847
tropical|28|18.933474285714286|0.4504994074055583
folk|25|24.39393|0.32418736497980716
post-hardcore|21|23.07800619047619|0.5369369881252167
metalcore|4|21.789725|0.5608026938148725
free improvisation|18|24.702983333333332|0.3193065846146366
rare groove|9|19.488462222222225|0.3192097207672035
shoegaze|14|25.666056428571427|0.4077099775224652
cabaret|10|21.252327|0.3708970005873609
kraut rock|1|17.818410000000007|0.2569779936917517
progressive rock|60|19.208752500000006|0.2839327394483821
texas blues|98|22.508292142857147|0.38577635783827985
salsa|359|16.22370649025066|0.3310923721998083
chant|3|49.64334|0.29103053419418945
hard house|61|28.388740163934422|0.2552230524972729
melodic hardcore|9|19.453683333333334|0.4829197976707715
massachusetts|4|21.976282499999996|0.319827492548167
requiem|17|25.781419411764713|0.23511437440933214
soul|1|46.603030000000004|0.0
tejano|104|21.194268846153843|0.3967333697283432
roots reggae|518|22.7300441698842|0.3800332960435985
dance music|2|29.091950000000004|0.3759776544837427
easy listening|235|20.052595276595756|0.30521012805021364
oi|16|30.839322499999994|0.4103355215069677
sludge metal|12|24.209712500000006|0.4329888756156191
trip rock|3|24.047700000000006|0.48552100048891406
dance-punk|10|18.825135|0.4615527527412879
lounge music|2|12.73324|0.0
blues-rock|497|22.087930442655953|0.41250577801175226
soul blues|50|23.804897|0.3437959495299676
folk metal|53|18.930734716981135|0.36189760384823205
male vocalist|4|21.347775000000002|0.3384785584773813
merengue|25|24.24416|0.36520234391238177
afrobeat|18|26.968602222222223|0.18147233250659622
no wave|2|22.07515|0.36368783982733144
thrash metal|11|21.233265454545457|0.32211896835377124
classic|1|22.62282|0.25794973745080507
glam rock|94|19.944860212765953|0.5163066068794225
christian|1|11.888260000000002|0.3486099592932765
power pop|145|20.8766044827586|0.4125791928704186
progressive metal|31|24.23803774193549|0.39171077355566797
post-grunge|63|21.80104746031747|0.502364807142677
polka|6|23.33054|0.35690950541350125
bhangra|275|20.672738363636366|0.09698553641613558
uk garage|4|25.872165|0.3666676947395962
ska|33|21.786400303030295|0.4664424232230806
contemporary christian|5|30.212259999999997|0.33750728916593725
swamp blues|9|14.984795555555555|0.34610859903312
disco house|3|32.729126666666666|0.42694425623576643
gothic metal|1|18.275329999999997|0.3931219335710068
country music|12|18.46139416666667|0.43941541020080144
new beat|11|23.095801818181815|0.3467958262466366
punk|24|18.54602208333333|0.42746975091876216
stand-up comedy|3|17.00283|0.2662230853416347
country|32|20.320119375000004|0.3430219491781391
british invasion|14|24.76453428571428|0.42124120294670125
cowpunk|4|29.47969|0.41478386309228343
southern soul|8|20.758335|0.32641415279069463
vaudeville|25|20.639518399999996|0.25710504677042395
swing|3|19.217483333333337|0.30267904708052396
northern soul|29|23.696877931034486|0.39673102405248123
glam metal|2|33.94992500000001|0.4272454648546187
psychedelic rock|12|27.87143833333333|0.4181457366382448
bluegrass|128|19.96640343750001|0.3671522640477445
deep house|52|27.923066923076917|0.3094715589131266
finish|1|27.525380000000002|0.0
highlife|2|17.332420000000003|0.326179708981642
indie pop|43|25.134702325581383|0.4361500574337114
rock 'n roll|43|21.493328604651158|0.3548687796294596
jam band|34|18.301922058823532|0.32013624521724415
vallenato|8|27.737202500000002|0.32845133121533543
gospel|13|24.119189999999996|0.39636605986507756
digital hardcore|19|19.245253684210525|0.2675756806706529
gangster rap|220|23.851939954545447|0.4952443970601912
soundtrack|59|19.982463559322024|0.4033537709619623
urban|4|21.4093425|0.41907284574146425
grindcore|20|24.4794705|0.28949412752263165
ethnic|5|34.314750000000004|0.15040022027882066
mariachi|6|16.163528333333335|0.33579749835098144
rave|34|33.62525294117647|0.424735174527121
national socialist black metal|2|15.8285|0.3745312554413246
country gospel|105|20.39520714285713|0.34981984297730306
gypsy jazz|40|21.28522025|0.30238320416637604
samba|147|21.070346666666655|0.3579042517509669
east coast hip hop|1|20.13172|0.39926500014522626
funk rock|14|17.679058571428573|0.3967662282323489
melodic metalcore|2|12.734300000000001|0.5054531534296305
heartland rock|38|22.94367842105262|0.33492766378510697
alternative|33|24.610311212121214|0.43895782436090897
new rave|1|12.37848|0.48213108105290364
detroit techno|17|19.04954176470588|0.31323764467281984
teen pop|29|26.220039999999997|0.45476522473796005
bulerias|13|19.798353076923075|0.3157956797084056
hard bop|83|22.64974445783133|0.36163345193406343
experimental rock|95|22.19939421052631|0.49274937233853483
singer-songwriter|99|19.856325151515154|0.4090747574552626
alternative dance|46|24.78240086956522|0.41649445703664795
future jazz|65|27.05857938461538|0.20760185051307592
gabba|21|23.601415714285707|0.3695716865498837
illbient|2|19.124400000000026|0.42747924145936206
celtic fusion|14|22.38492357142857|0.4086395495597948
speed garage|1|21.34397|0.3319067224278851
rockabilly|33|22.04924666666667|0.3454326357528011
breakbeat|88|30.46760999999999|0.35431831218282883
pop folk|37|28.346894324324325|0.2380444150546757
oldies|34|21.622549117647058|0.3395230817108936
r&b|59|23.61127237288135|0.4063449177019591
bachata|6|16.693268333333332|0.38435738158594
cumbia|101|22.696691287128708|0.4013797189145983
riot grrrl|2|26.349134999999997|0.2982691626980635
blue-eyed soul|42|22.330554285714292|0.2904982424498783
crunk|17|25.472642352941172|0.47434610631286406
turnablism|14|29.865524285714283|0.324436084758028
traditional country|4|19.7840025|0.4145895696931074
meditation|529|21.03583493383744|0.27329918435889766
space age pop|14|18.043035|0.30816961286036293
dream pop|6|16.583123333333337|0.4975616061759873
christian rock|56|23.71885|0.39860751602389044
ragtime|45|23.12138311111111|0.28885809034646964
electronic|16|36.34222187500001|0.5096717558258524
dub|70|23.913087|0.3500709280665111
neofolk|39|22.53377128205128|0.33773097512031247
united states|1|24.030120000000004|0.31891123828504736
anti-folk|1|17.158479999999997|0.40502545533074
brazilian pop music|159|21.429153899371066|0.347123299212565
tribal house|62|29.5095829032258|0.1512537220666856
canadian|3|15.749166666666667|0.0
progressive bluegrass|10|18.59876|0.435252323542359
cantonese pop|28|24.25038857142857|0.3497044058695157
serialism|2|16.818499999999993|0.0
surf music|1|39.91297000000001|0.0
video game music|2|15.36312|0.3198173860715626
piedmont blues|97|20.219679690721648|0.36642256488102487
melodic trance|1|15.480780000000003|0.0
psychobilly|5|23.383094|0.33160433598354255
grunge|67|25.423911940298506|0.5186637929654818
modern laika|17|24.37714823529412|0.1745890275779658
experimental pop|12|17.595074999999998|0.3030354258992394
horror punk|2|22.86271|0.37072581745115313
heavy metal|222|22.640455270270245|0.44927443097015846
hardcore punk|38|23.789314473684204|0.5191776834867994
drum and bass|2|37.88312500000001|0.5513185988475753
beat|10|22.272111|0.10458904264780948
art rock|114|20.332358070175438|0.5158038113887786
religious music|9|19.547500000000003|0.33325959691598167
funk metal|2|26.14007|0.17717719620685912
classic rock|63|25.128930952380955|0.5077792010886187
viking metal|22|17.484726818181812|0.42529879339875554
new age|7|27.755122857142855|0.314121940825085
tango|104|17.200021346153843|0.36945929643860964
pinoy rock|1|45.57131000000001|0.3265165574706309
rap rock|9|31.515474444444447|0.5768258323319089
delta blues|294|19.28883772108842|0.3745050928377083
boogaloo|61|20.607728032786877|0.34803720738003535
chorus|22|17.265994545454543|0.31802461979507607
trip hop|77|29.81801337662338|0.389925192146162
partido alto|4|21.032089999999997|0.3495900240780046
big beat|39|33.67394717948719|0.4071386385054547
mondiovision|5|17.996799999999997|0.24875599760058273
bolero|17|25.752574117647058|0.22224748560126656
dirty rap|12|24.29475916666667|0.29899893859723475
hard rock|239|22.275706569037656|0.4593845418849304
jungle music|18|30.758598888888887|0.36992443525861846
ccm|225|22.584104977777766|0.3747114930115229
jazz|13|20.41553615384616|0.28614902633497447
roots rock|77|23.189283506493513|0.33819952326091673
americana|3|24.054726666666664|0.0
dj|2|31.543355000000005|0.29966742755216763
europop|13|26.23712076923077|0.2188690506289253
neo-progressive|4|19.294635|0.38277217240547246
2 tone|6|30.98866|0.3461280921628143
motown|212|12.176610141509437|0.36033004569529864
neo soul|34|22.68159970588235|0.4043378704566254
reggae|637|23.12029346938776|0.3925696996749354
all-female|3|13.05215|0.3616855792370184
synthpop|3|26.626949999999997|0.5803076252559736
free music|4|24.063802500000005|0.3038942971357076
patriotic|11|24.57974909090909|0.3369925997968233
death metal|26|19.11441730769231|0.32927780242553417
doo-wop|19|23.28574105263158|0.37564571975459
instrumental rock|15|25.942853333333336|0.4330392034372336
brutal death metal|9|22.177023333333334|0.3562959027899715
bass music|6|25.873856666666665|0.4230219215750594
funky house|5|14.494234|0.351210536532264
gaita|44|23.271899318181816|0.3324598877713878
honky tonk|102|20.233547549019605|0.38500804354859713
new jack swing|17|18.803864117647056|0.5238744396951622
hardcore hip hop|2|31.328125|0.42000107125091535
desi|266|20.352059849624062|0.08858056047932054
rap metal|14|21.423408571428574|0.5984007734673569
neoclassical|2|19.138169999999995|0.3715736244848654
power metal|38|20.98604263157894|0.37717239561185784
chicago house|16|19.654280625|0.2906565151458272
new orleans blues|33|25.973415454545457|0.3483725515556096
modern rock|29|22.21656413793103|0.3361305335595248
outlaw country|31|16.207195161290322|0.37070977101773056
alternative hip hop|73|20.11516904109588|0.3369003138284616
chanson|234|22.23748602564104|0.3182610807888839
kizomba|10|31.669997000000002|0.21963359861390402
classic female blues|11|25.751274545454546|0.17525796507252558
comedy|25|23.575561600000004|0.26347745813095086
cool jazz|17|21.42620235294118|0.12841522261888913
electro|34|29.81970558823529|0.32790594880164375
piano rock|7|27.81317142857143|0.8507214537230358
ska punk|21|26.003112857142852|0.4638149313747205
swamp rock|16|19.234839375|0.20600517179840624
vocal house|9|21.417145555555553|0.3825169427028953
disco|128|24.85058953124999|0.36730526981422096
alternative rock|68|21.899096764705888|0.4577040596865873
island music|16|22.639433125000004|0.28628154364693237
hymns|3|21.566230000000004|0.3333034182734665
chinese music|65|22.35410676923078|0.2823912687402344
hip house|23|22.65971782608696|0.2904470918247565
guitar|40|21.959307250000002|0.05075664842376665
jazz rap|15|29.308388666666666|0.4375280349150643
hip pop|62|19.54483532258063|0.34126584135645655
irish|7|26.444464285714293|0.04903438084848782
latin|8|22.276458749999993|0.30089183529859886
symphonic rock|17|23.055027647058818|0.38875845497628375
space rock|3|8.707266666666671|0.467885511383105
chill-out|173|24.2619403468208|0.3551106617237664
quiet storm|13|21.107286153846154|0.5426203782180878
ambient|1|19.929550000000006|0.4631928523164855
bebop|9|23.638738888888888|0.32354292122546063
celtic|318|20.816355754716962|0.30702377744814674
hip hop|585|23.239640700854686|0.46699785309223546
zouk|63|25.893038095238094|0.35445925653989857
big band|1|34.99183|0.38065635952956267
british blues|18|27.624071666666666|0.4086545499790301
batucada|2|19.300435|0.25226764594191403
celtic rock|12|29.493869166666666|0.3739474075659673
concerto|2|20.18843|0.35303405577540575
acoustic|6|25.87000166666667|0.40662621742204
electric blues|134|22.24872686567164|0.35753760389718287
choro|21|16.516399047619043|0.34294753143977547
chalga|9|39.09626333333333|0.2740309890061633
lullaby|112|19.193597053571434|0.2970073511151673
zydeco|111|18.448183153153153|0.24000811813805314
instrumental pop|69|22.128621449275375|0.19818320297903008
punk blues|10|21.101782000000004|0.4121442716707929
improvisational|1|12.561309999999992|0.40420157594401146
speedcore|2|15.001419999999996|0.4095505953637158
latino|18|18.23087111111111|0.0
freestyle|12|36.747505|0.37513186150577854
comedy rock|5|19.8584|0.475085634411099
smooth jazz|189|24.926741428571447|0.3436838606704981
swamp pop|13|19.12571923076923|0.36042780482754844
show tunes|3|14.451080000000003|0.36611108162182976
melodic death metal|1|13.852160000000001|0.25109374038006843
irish folk|176|19.062333124999988|0.3164717555916489
alternative country|12|20.083549166666668|0.43000979615003093
progressive trance|42|35.38811309523811|0.3319892756519121
humppa|8|24.9830725|0.28689249773706277
dirty south rap|39|23.725104615384616|0.4225497631038671
j pop|31|23.351684838709687|0.34579860843955973
classic country|51|20.582687647058826|0.36323926642294785
twee pop|33|17.828634545454545|0.42956287248537833
chamber jazz|149|22.10515255033556|0.3671388153493175
slack key guitar|17|19.734397647058827|0.2469196907328211
tex mex|12|21.014074166666667|0.38238936993589595
ballad|107|23.015580280373836|0.36226438358696034
broken beat|18|25.54350944444444|0.3227841704174508
noise rock|9|29.180804444444448|0.4729960141109946
celtic metal|5|14.349382000000002|0.4213882649533852
dance pop|163|24.296560429447844|0.5759888556737508
bel canto|32|23.463647812499996|0.2694243066094753
soul music|1|15.470650000000001|0.0
swedish|10|18.909763000000005|0.0
jazz funk|169|21.59205218934912|0.3806626103008367
klezmer|15|25.670199999999998|0.28873159996420183
jump blues|29|22.059650344827585|0.3351123374774012
rapcore|6|22.377616666666665|0.35030529377594105
world beat|47|19.125670851063813|0.29579197806162105
game|4|22.970019999999998|0.0
suomi rock|2|19.466934999999996|0.26803783963074496
jazz fusion|69|18.480301449275352|0.33854795346357386
charanga|52|26.84298557692307|0.24787009283176234
thrash core|1|24.147579999999998|0.0
glam|7|25.726527142857144|0.0
jug band|70|18.983313571428575|0.2894767405797585
grime|37|21.301631891891887|0.3744727047611164
early music|56|23.47475232142857|0.09882409946295152
italian disco|188|18.560770212765945|0.005285773788468245
hardcore techno|28|36.23290535714285|0.4379565933448914
indietronica|13|17.386969230769232|0.2852844494403347
qawwali|297|19.0983509090909|0.307342208713365
post rock|42|26.064534761904763|0.4647529970449017
japanese|2|22.880674999999997|0.19203168766821438
electroclash|197|11.666909695431467|0.3334931896452374
garage rock|66|24.16837196969696|0.4320738292573328
brass band|1|34.33253|0.4357986452160094
world fusion|1|8.31844|0.29014018767480004
chamber pop|8|35.524812499999996|0.43959189932604614
french pop|22|24.44186318181818|0.06839055195843935
dark ambient|12|21.389406666666662|0.3864811504531755
soul jazz|68|21.832198823529417|0.35968896981400644
folk-pop|110|20.896959090909096|0.417322014278884
memphis blues|17|16.332725294117648|0.3510236822951622
southern rock|56|23.991217678571434|0.4711549023654598
hyphy|5|16.974496000000002|0.40736477371133695
black metal|30|27.906577333333342|0.4095779373667787
breakcore|20|23.017014999999997|0.3141846408590725
symphony|23|20.966653478260863|0.27540791452681374
classical|28|23.23099214285714|0.3192135003921542
country blues|379|18.817282532981526|0.35348109418605844
vocal jazz|26|21.671661923076922|0.4002013077074575
east coast blues|16|20.930670000000003|0.31426173409302377
sympho black metal|18|23.958992777777773|0.5301481512668164
hard trance|36|30.485866111111097|0.3640532663682518
christian hardcore|1|11.834330000000001|0.3528241940138724
world music|101|21.84760534653467|0.24825796094249536
