artistName|trackName|year|artistLocation|songHotttnesss|genre1|genre2|genre3|sectionATime|sectionALength|sectionBTime|sectionBLength|pitchSim|timbreSim|pitchCountSim|timbreCountSim|loudnessMaxSim|loudnessMaxTimeSim|loudnessStartSim
Lionel Richie|Tonight Will Be Alright|1986|Beverly Hills, CA|0.5530719914619753|quiet storm|soft rock||2m4s-2m39s|35.012|4m2s-4m36s|35.012|0.5646765578612053|0.544377247085216|0.9962944916606619|0.9984387863474411|0.958010690328189|0.6784358361541918|0.9609442179632655
Lionel Richie|Tonight Will Be Alright|1986|Beverly Hills, CA|0.5530719914619753|quiet storm|soft rock||3m16s-3m47s|31.16932|4m2s-4m36s|31.16932|0.6330665147618136|0.7270074346230404|0.9906525750288458|0.9984334695483308|0.958785750838208|0.5883169908307504|0.9589123632760395
Blue Rodeo|Floating|1987|Toronto, Ontario, Canada|0.4479354804795022|country rock|||14s-1m2s|47.99925|2m42s-3m28s|47.99925|0.6268696574818827|0.6438524806195504|0.995704561310642|0.9990271691480143|0.9298510549285642|0.6006159398563865|0.9785070282375636
Blue Rodeo|Floating|1987|Toronto, Ontario, Canada|0.4479354804795022|country rock|||14s-1m2s|47.99925|3m53s-4m40s|47.99925|0.596790392798504|0.7136810463047499|0.9927849470326862|0.9988199534904769|0.9345888961573867|0.8248306966512295|0.9837773085009643
Blue Rodeo|Floating|1987|Toronto, Ontario, Canada|0.4479354804795022|country rock|||1m37s-1m53s|15.640529999999998|7m1s-7m17s|15.640529999999998|0.7076998017857115|0.7715150200996228|0.9900431603524688|0.9981225447935196|0.9587368341601213|0.721670986242183|0.9841828469653705
Blue Rodeo|Floating|1987|Toronto, Ontario, Canada|0.4479354804795022|country rock|||1m53s-2m8s|15.314779999999999|6m47s-7m1s|15.314779999999999|0.5212789878321565|0.762916724467804|0.9947445197154541|0.9987291932360148|0.9189636779669539|0.6577952421192075|0.9537258950817296
Blue Rodeo|Floating|1987|Toronto, Ontario, Canada|0.4479354804795022|country rock|||2m8s-2m21s|12.954849999999993|6m47s-7m1s|12.954849999999993|0.5594456224568684|0.6022560186571303|0.9959627848205908|0.9948623069194079|0.9201692780633495|0.6450642635516831|0.950664849565346
Blue Rodeo|Floating|1987|Toronto, Ontario, Canada|0.4479354804795022|country rock|||2m21s-2m42s|20.27003000000002|6m30s-6m47s|20.27003000000002|0.7491878123441209|0.42273693395185197|0.9938690863358052|0.9980212880527198|0.8215066702890109|0.7424128901753989|0.8930377233222502
Blue Rodeo|Floating|1987|Toronto, Ontario, Canada|0.4479354804795022|country rock|||2m42s-3m28s|46.98598999999999|3m53s-4m40s|46.98598999999999|0.6359425213787369|0.6074123332232861|0.9952471063502389|0.9975771461949952|0.933289778958237|0.6769348878935588|0.9784093032347597
Richard Souther|High Tide|0|United States|0.33080635685585685||||1m11s-1m34s|23.48308|2m12s-2m34s|23.48308|0.764392265570758|0.4607507048740485|0.9962855608767668|0.9987771605138357|0.9631387875044576|0.6857010019820768|0.9856335741700368
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||0s-24s|24.72706|1m32s-1m55s|24.72706|0.7069723986569263|0.4607229626479898|0.995563120365657|0.999694157519313|0.9336825163379248|0.834959185909261|0.9684296260949926
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||0s-24s|24.72706|2m50s-3m13s|24.72706|0.6993327794567771|0.6075071246621593|0.9965661277422141|0.9993301114457396|0.9326417244925135|0.7596268506936127|0.9508959402055086
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||0s-24s|24.72706|4m47s-5m7s|24.72706|0.6699817243300552|0.7491466109318194|0.9934520638384502|0.999755194009578|0.9390506889269765|0.7035244008092458|0.9349099256404764
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||0s-24s|24.72706|7m21s-7m44s|24.72706|0.68385818601953|0.6835156356863497|0.9940405792034235|0.9992562207856441|0.9517485904857671|0.7202869188277204|0.9585406300311315
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||0s-24s|24.72706|8m22s-8m51s|24.72706|0.6826925870560596|0.7063095403040356|0.9915259032354333|0.9988520209185338|0.9503672080142861|0.6344312549348299|0.9611351170158683
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||24s-40s|15.876419999999996|2m19s-2m37s|15.876419999999996|0.6990110369363968|0.6599273714433874|0.9958533649296805|0.9976561729678949|0.936828135357082|0.6998686531494559|0.941533331264365
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||24s-40s|15.876419999999996|2m37s-2m50s|15.876419999999996|0.7173647657945188|0.6150382514553293|0.9984365347153092|0.9978332830579111|0.943812099462358|0.6509037177607225|0.9456494747997415
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||24s-40s|15.876419999999996|3m29s-3m48s|15.876419999999996|0.6992354641597447|0.3831933321512633|0.9913040995350013|0.9976483781939182|0.9370288629345176|0.7707371137207562|0.9600744181556112
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||24s-40s|15.876419999999996|4m34s-4m47s|15.876419999999996|0.7081572395287984|0.6387340218515978|0.9930895276284988|0.9977663260849002|0.9274356510772065|0.6114568172386711|0.9472275796275584
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||24s-40s|15.876419999999996|5m7s-5m24s|15.876419999999996|0.6882270871192849|0.49960884108327597|0.9942639164445961|0.9982230005242732|0.9308822340336722|0.649012284475996|0.9621819069547699
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||24s-40s|15.876419999999996|5m24s-5m41s|15.876419999999996|0.7034482531707241|0.5169669914504983|0.9912286803856595|0.9980366885233777|0.934862857118171|0.6097921965206514|0.9422452558704235
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||24s-40s|15.876419999999996|6m54s-7m10s|15.876419999999996|0.7151129280716912|0.5346059529111639|0.9943951693332838|0.9969247633802139|0.9194614641548539|0.6728157666381729|0.9570323916797282
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||24s-40s|15.876419999999996|8m51s-9m5s|15.876419999999996|0.6888018156870181|0.6877956858865436|0.9963922065533423|0.9973696898011666|0.9365588222685438|0.6705444429909461|0.9438898836127868
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||24s-40s|15.876419999999996|9m29s-9m47s|15.876419999999996|0.6698324263008364|0.7502849686935599|0.995509428847671|0.9992138305344963|0.9438689979463392|0.6051971434911496|0.948373291004997
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||40s-59s|18.879000000000005|1m32s-1m55s|18.879000000000005|0.6867313801735585|0.4225259896170966|0.9932658613033167|0.999392804484485|0.9109136649913347|0.7074523427604669|0.9410193431102798
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||40s-59s|18.879000000000005|2m19s-2m37s|18.879000000000005|0.6943920763266158|0.7350478798720715|0.995233786181556|0.9995571263747395|0.9125068488110014|0.665527943523696|0.9432674894304266
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||40s-59s|18.879000000000005|2m50s-3m13s|18.879000000000005|0.6920848061901376|0.5933414391167485|0.9905389251154063|0.9990710617220228|0.9265762661280187|0.6121638403578973|0.9495140570520032
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||40s-59s|18.879000000000005|4m47s-5m7s|18.879000000000005|0.6830800554638953|0.6536081561069401|0.9920630160525861|0.9984408538636989|0.9202569923181126|0.6636142344931099|0.9096275500697406
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||40s-59s|18.879000000000005|7m21s-7m44s|18.879000000000005|0.7022850124823143|0.6280311110345403|0.9912716961808964|0.9994935345325039|0.9455834463207725|0.6565590377659789|0.948618166840194
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||40s-59s|18.879000000000005|9m29s-9m47s|18.879000000000005|0.673270963349249|0.7098800222270446|0.9907880000909627|0.9987364312957125|0.9264376416702857|0.6328885769499084|0.92956056884447
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||1m32s-1m55s|23.09232|2m19s-2m37s|23.09232|0.7167218331406809|0.4316543368649684|0.995560791346276|0.99962608350011|0.9236719342134916|0.7570242724697259|0.9611398562768324
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||1m32s-1m55s|23.09232|2m50s-3m13s|23.09232|0.7304508394859703|0.4135743281732099|0.9980601594874949|0.999601921331318|0.934846886843684|0.7556015909567008|0.9419366236587462
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||1m32s-1m55s|23.09232|4m47s-5m7s|23.09232|0.6998777968103134|0.46175003089720124|0.9941149834678896|0.999280754445823|0.9044229750249453|0.7378187343458473|0.9397940507712524
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||1m32s-1m55s|23.09232|7m21s-7m44s|23.09232|0.7053012517354555|0.5095716391133651|0.9931574593837005|0.9996001358576876|0.9328905656151547|0.7364154316258266|0.9651916547778305
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||1m32s-1m55s|23.09232|8m22s-8m51s|23.09232|0.7175969719401674|0.4730632030983002|0.991192821181261|0.999604616764829|0.9357891867677954|0.7767826938804275|0.9649069576710597
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||1m55s-2m3s|8.025080000000003|9m19s-9m29s|8.025080000000003|0.6336656012140591|0.3934984536324366|0.9984789760231795|0.9992451959003066|0.9095902367510558|0.7481379109803462|0.9454914598465656
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m3s-2m19s|15.490169999999992|3m13s-3m29s|15.490169999999992|0.7558362728129739|0.405454307166255|0.9958265279365095|0.9993884364087043|0.915372854946899|0.76821173922954|0.9645127809680307
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m3s-2m19s|15.490169999999992|4m34s-4m47s|15.490169999999992|0.7192399787205475|0.35385158244196546|0.9954054839655313|0.9995229397512677|0.9155430376104259|0.7629432653574009|0.9634134707392982
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m3s-2m19s|15.490169999999992|5m7s-5m24s|15.490169999999992|0.7068259628014135|0.4560161609592229|0.9960981925202449|0.9997624166579947|0.9483323141376879|0.7909162168019207|0.9712267768869849
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m3s-2m19s|15.490169999999992|6m54s-7m10s|15.490169999999992|0.728339011931167|0.35924304941424645|0.9917473191406275|0.9991743225968426|0.9331617279789993|0.7572176949174527|0.9772278895606142
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m3s-2m19s|15.490169999999992|8m8s-8m22s|15.490169999999992|0.7431910587183321|0.26306177844512385|0.9908816962448297|0.9995538537100761|0.9434897006488056|0.8208899668896003|0.9781570282642295
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m3s-2m19s|15.490169999999992|8m51s-9m5s|15.490169999999992|0.6934468872056059|0.4003570242275371|0.9912384563918951|0.9994064123281514|0.9302587260068331|0.8467606155906262|0.9567867656998164
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m3s-2m19s|15.490169999999992|9m5s-9m19s|15.490169999999992|0.7247071054949308|0.44825737623816064|0.9907722470072898|0.9995782897353223|0.9444691879417352|0.8547511632964416|0.9567420482655502
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m3s-2m19s|15.490169999999992|9m29s-9m47s|15.490169999999992|0.7311278065125685|0.36545965943276415|0.9946491415943101|0.9997548833798419|0.9369649109776679|0.6903035304545826|0.9517879630192164
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m19s-2m37s|18.518550000000005|2m50s-3m13s|18.518550000000005|0.7172309396545092|0.6188833232073229|0.9934654700880259|0.9990318719738659|0.9298934841459177|0.691591027164427|0.9459307113394568
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m19s-2m37s|18.518550000000005|4m47s-5m7s|18.518550000000005|0.6680631119238505|0.7312671671269494|0.9929040227065398|0.9987419194483298|0.9174618308885903|0.688204534014129|0.9179293923890132
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m19s-2m37s|18.518550000000005|5m24s-5m41s|18.518550000000005|0.6980888421688509|0.6592906878375996|0.9910414624145875|0.9992367536413959|0.9196017688600268|0.7230492585128289|0.9514546455232088
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m37s-2m50s|12.92177000000001|4m22s-4m34s|12.92177000000001|0.6895367143040325|0.6529814560754658|0.9925805140903138|0.9954722903869573|0.9207791274577116|0.7253793279364544|0.9455867295182933
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m37s-2m50s|12.92177000000001|6m43s-6m54s|12.92177000000001|0.7041016326891262|0.6278291768547226|0.9923492302509612|0.9979353424267132|0.9341890436140179|0.7405631773281831|0.9692265307367846
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m37s-2m50s|12.92177000000001|6m54s-7m10s|12.92177000000001|0.7165863187913457|0.5913762882264784|0.9920742931858557|0.9982506017923006|0.930780481445135|0.6855398629188887|0.9643899209781965
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m37s-2m50s|12.92177000000001|8m8s-8m22s|12.92177000000001|0.7182680246964955|0.38330388384092706|0.9908359442373409|0.9982394357309213|0.9229483172123762|0.749095709828145|0.958685901997286
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m37s-2m50s|12.92177000000001|8m51s-9m5s|12.92177000000001|0.6953815914997531|0.6898646313008256|0.9954889670584942|0.9984763870358097|0.9243811036155535|0.7145852013190355|0.9447440611299499
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m50s-3m13s|22.60209999999998|3m29s-3m48s|22.60209999999998|0.7321840659358553|0.3639026353500724|0.9942621893189639|0.9986631748613427|0.9515389405067288|0.7502991258576284|0.9610756502773123
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m50s-3m13s|22.60209999999998|4m47s-5m7s|22.60209999999998|0.6887279642490721|0.6746953614239876|0.9912859396935437|0.9989537060667061|0.9384005404302483|0.6467627614505459|0.9414074480527619
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||2m50s-3m13s|22.60209999999998|7m21s-7m44s|22.60209999999998|0.731808467095362|0.6605883416651085|0.9955802647964563|0.9990027037767826|0.9364165164841196|0.6637124229107948|0.9360102771441188
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||3m13s-3m29s|16.44867000000002|8m8s-8m22s|16.44867000000002|0.7482929092520573|0.592428818107556|0.9916645329547685|0.9994712171687198|0.9406770116336242|0.724133671474503|0.9667784090909397
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||3m13s-3m29s|16.44867000000002|9m29s-9m47s|16.44867000000002|0.7245652805961025|0.7345635194875954|0.9926780698112732|0.999286613028845|0.906765905401571|0.693147200090437|0.9342070739215654
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||3m29s-3m48s|18.279589999999985|5m24s-5m41s|18.279589999999985|0.7160033224696932|0.3506962158099184|0.9946418976854923|0.999069529651678|0.9457716139744664|0.7421307413435432|0.969684827813609
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||3m29s-3m48s|18.279589999999985|6m54s-7m10s|18.279589999999985|0.7239136154758131|0.46173672739306365|0.9941321523267456|0.9985836576915029|0.9262681106711855|0.772333735239935|0.974349710289321
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||4m22s-4m34s|12.130300000000034|5m41s-5m56s|12.130300000000034|0.6857785276563657|0.8346271778555109|0.9909239352043911|0.9971897278727105|0.9004654100509356|0.788793460640182|0.9234694450468087
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||4m22s-4m34s|12.130300000000034|8m51s-9m5s|12.130300000000034|0.6961139978333488|0.8591860319576468|0.991847324969159|0.9984691250133753|0.9287684684224401|0.7866823310250396|0.9327366554536535
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||4m34s-4m47s|12.916619999999966|6m54s-7m10s|12.916619999999966|0.7414640337266|0.4964768758417798|0.9953333045754005|0.9992182685864919|0.8889006522878846|0.6983147282368999|0.9555170953373371
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||4m34s-4m47s|12.916619999999966|9m5s-9m19s|12.916619999999966|0.7327637181348821|0.507297337700297|0.9949465422906806|0.9990025613049479|0.9126028654896523|0.7863094451863244|0.9597237437073285
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||4m47s-5m7s|19.956349999999986|6m54s-7m10s|19.956349999999986|0.6708643395483677|0.5869373531735389|0.9921185852857404|0.9983471407482993|0.9001038533998948|0.6691426665264925|0.9524681089293264
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||5m7s-5m24s|17.369230000000016|6m54s-7m10s|17.369230000000016|0.6837599679208746|0.6338013064328736|0.9918660337300372|0.9994122478524554|0.8919445782863424|0.6862904287418985|0.9702432824634231
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||5m7s-5m24s|17.369230000000016|9m5s-9m19s|17.369230000000016|0.7246333277182027|0.6630144635287273|0.9921062016411891|0.9995586663991683|0.927880518976259|0.7457049603300404|0.9531433748933326
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||5m24s-5m41s|17.33217000000002|6m54s-7m10s|17.33217000000002|0.7163466593882545|0.39133145231057914|0.9911487821449182|0.9991040197976433|0.906642588828842|0.6072835151820999|0.970271584866276
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||5m24s-5m41s|17.33217000000002|8m8s-8m22s|17.33217000000002|0.7422808938189321|0.33601446238248|0.9973194730362679|0.9993354621340719|0.9191247137948211|0.6382740158774121|0.9669264891803694
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||5m24s-5m41s|17.33217000000002|9m29s-9m47s|17.33217000000002|0.7021963472338152|0.5988221104003928|0.9909232424702683|0.9992626758827314|0.9314271271182853|0.6972642450858213|0.9438915983581905
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||5m41s-5m56s|14.912159999999972|8m51s-9m5s|14.912159999999972|0.6783160070063915|0.9100327931713225|0.9956336605845086|0.9989539864272844|0.9198933861223861|0.8060726670662146|0.9306260037392049
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||6m54s-7m10s|16.137820000000033|9m5s-9m19s|16.137820000000033|0.7515089926313323|0.51489094251178|0.9900543944879563|0.9989998868099147|0.9114546930070593|0.7013195308566221|0.9524078882380762
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||7m21s-7m44s|23.26031999999998|8m22s-8m51s|23.26031999999998|0.7311892983515206|0.7118705514732535|0.9956259833131187|0.9994046686664053|0.9580514523898418|0.6360904953833595|0.9524416511296924
Faiz Ali Faiz|Sohna Nee Sohna Data|0||0.30667609347902947|qawwali|||8m8s-8m22s|14.256419999999991|9m29s-9m47s|14.256419999999991|0.7070179088492958|0.5051792204236184|0.9907823182662325|0.9993075355233847|0.9265331934810654|0.590241950061089|0.9412887781175285
Tesla|Caught In A Dream|2004||0.5134632897021558|hard rock|heavy metal||26s-48s|22.00866|3m28s-3m54s|22.00866|0.74802566709704|0.8256675149828486|0.9918742244109174|0.9996866898899845|0.9010719401073007|0.7130713824557358|0.9569629416913117
Tesla|Caught In A Dream|2004||0.5134632897021558|hard rock|heavy metal||57s-1m25s|27.999630000000003|3m28s-3m54s|27.999630000000003|0.4834748502668402|0.8904263659115491|0.9972026450071079|0.9994747785086214|0.883641240341402|0.592503425764|0.9726447680158823
Alice Stuart|Kassie Jones|0|Washington|0.3285530150180186|electric blues|blues||0s-19s|19.75118|42s-1m3s|19.75118|0.6441038956880352|0.5292800315836472|0.9943238777203629|0.9976645934180373|0.8736264676108239|0.8087431230530687|0.9390109607482234
Alice Stuart|Kassie Jones|0|Washington|0.3285530150180186|electric blues|blues||0s-19s|19.75118|2m17s-2m37s|19.75118|0.6879027696926158|0.5410221802291871|0.9981144969048072|0.9972013709447777|0.9417341513717318|0.7411639669612257|0.9649754853943161
Alice Stuart|Kassie Jones|0|Washington|0.3285530150180186|electric blues|blues||19s-42s|23.13126|2m17s-2m37s|23.13126|0.6068478371374568|0.43169264513288225|0.9954695870002488|0.9931575832403201|0.9186727213773487|0.6158743895671766|0.9769750366152966
Alice Stuart|Kassie Jones|0|Washington|0.3285530150180186|electric blues|blues||19s-42s|23.13126|2m37s-3m5s|23.13126|0.673037221872441|0.3919608441063242|0.9965282607463914|0.9986607726194954|0.8671654227523341|0.7118170190448506|0.9703719586791374
Alice Stuart|Kassie Jones|0|Washington|0.3285530150180186|electric blues|blues||42s-1m3s|20.41328|1m49s-2m7s|20.41328|0.6612706759265469|0.5005078088563363|0.9978385527622009|0.9972444288538993|0.8438096237917573|0.7071683969640832|0.9399789200904147
Alice Stuart|Kassie Jones|0|Washington|0.3285530150180186|electric blues|blues||42s-1m3s|20.41328|2m17s-2m37s|20.41328|0.616124832106898|0.43562296007940776|0.9909818740073135|0.9967127661398628|0.9169653552775185|0.7162361696168826|0.9674804920736904
Alice Stuart|Kassie Jones|0|Washington|0.3285530150180186|electric blues|blues||1m3s-1m10s|7.694659999999999|1m26s-1m34s|7.694659999999999|0.774816181356388|0.4818660043684542|0.9940957465427531|0.9967466744455241|0.929509648598402|0.8020731975326824|0.9591611056039147
