location|simCount|avgDuration|avgHotttnesss
Miami, Florida|1|23.436579999999992|0.5222778974185658
Liverpool, England|1|18.7172|0.8404626880271164
CANADA - B.C.|1|15.337299999999999|0.4263286839352075
Brownsville, TN|5|15.897698000000002|0.0
Tioga Springs, TX|4|19.7840025|0.4145895696931074
Lucerne|1|24.97801|0.35435439241371824
Arkansas|5|20.170396000000004|0.0
Champaign-Urbana, IL|3|31.676086666666667|0.4185121703637773
nottingham|1|58.50199|0.3851241194726684
Detroit USA|6|23.50317|0.3224825778758644
Kosse, TX|11|19.13114090909091|0.3799607669750779
Champagne, IL|2|22.511020000000006|0.30048381802190893
Salzburg, Austria|59|20.4799727118644|0.464152439053252
Nancy|3|18.59653|0.0
Brooklyn, New York|3|27.31180333333333|0.43086937463034314
Beirut, Lebanon|3|22.85476|0.39904208143240477
Indianola, MS|19|25.78712368421052|0.3666586318016914
St Michael, Barbados |7|29.96298285714286|0.9082026192084819
New Haven, CT|3|30.30428666666667|0.5463837481981597
Aarhus, Denmark|6|22.37530166666667|0.3163540008222974
Henning, TN|5|19.91752|0.0
Coventry, England|4|15.265202500000001|0.3648176175489906
Canberra, Australia|1|33.82606|0.0
Locust Ridge, TN|3|26.100206666666665|0.6038764869181625
Beverly Hills, CA|10|22.721780000000003|0.5530719914619752
Corrigan, Polk County, TX|13|23.960982307692312|0.281887097438807
Chiswick, London, England|26|24.141493846153853|0.5790557014955175
BorlÃ¤nge|4|26.050515|0.4868254134991674
US|64|17.69363609374999|0.3202282668918259
Edwards, MS|13|20.952320769230766|0.3795245301071135
Opelousas, LA|7|20.611032857142852|0.3587932693201173
NEW YORK, New York|15|16.463669333333335|0.49198067972564535
Caton, MS|1|41.568889999999996|0.36910268928058365
Jaen|4|16.9468375|0.29382744516554465
San Antonio, TX|20|24.357280000000003|0.4285474864520743
Chicago IL|1|26.59402|0.4645175256716385
Passaic, NJ|2|21.802970000000002|0.379137555624937
Bronx,New York City (USA)|1|18.086790000000008|0.37032986451969696
Nevada, MO|1|20.53639|0.3062422642462862
Lee's Summit, MO|22|19.510336818181816|0.46397951389833614
Tyneside, England|6|20.492631666666664|0.43563374093205137
Orange, CA|2|31.86394|0.5199654792867565
PLAINVIEW, Texas|1|17.816149999999997|0.3863121306001651
Cape Town, ZA|7|23.26747142857143|0.3396275610443635
Texas|104|21.086273846153844|0.3783113218266361
Varna|12|20.130412500000002|0.3486503095518186
Bangor, Maine|11|22.468257272727275|0.5460541800663987
Verona - Italy|2|22.852845|0.316315266064483
Russia|2|22.970995000000002|0.3609162300146392
Tennessee|68|23.74922573529413|0.3741235401639936
Barbados, West Indies|4|27.8617075|0.4558846785517218
Puerto Rico|18|21.265584444444443|0.3645686957610618
South Whitney, IN|1|35.06373000000001|0.38266808637193744
Minnesota|1|37.56730999999999|0.6935247202371391
Cleveland, OH|18|25.712546666666668|0.4886900349706102
LA / NYC|2|20.58039999999999|0.42041261759961973
Los Angeles &amp; New York|5|29.178464|0.573950988923137
Leeds, England|1|27.566460000000006|0.45478537949601694
Pretoria|1|28.287020000000005|0.3283663003097136
Niteroi, Brazil|4|21.181939999999997|0.4363964081809296
Cairo, Egypt|4|26.7801575|0.3842305629725106
Ukiah, CA|3|19.996696666666672|0.49791817952760953
UK - England - Yorkshire|3|31.939519999999998|0.43469691279710654
Estonia|1|28.8799|0.37110980223725215
Houston|1|17.41794999999999|0.3986332861319407
Berkeley, CA|8|28.853657499999997|0.5265490346910755
Gilmer, TX|13|22.72274076923077|0.3825930008756607
Westmoreland, Jamaica|9|15.976739999999998|0.4300073806644058
Dubuisson, LA|21|22.531390000000002|0.38476378798471905
Compton, California, USA.|1|52.06062|0.5204078597263393
Lewisham, London, England|3|22.76543|0.44689072654931333
Seattle, Washington USA|2|49.71217|0.55021256191669
Bogalusa, LA|7|31.161270000000002|0.4020548967344703
Hamburg, Germany|4|31.07691|0.39895139224045634
Nottingham, England|16|21.350895625|0.34668695969431373
Antibes, France|4|32.159255|0.5071155487524536
Grand Rapids, MI|2|21.794814999999993|0.4596654567282773
Niagra, KY|10|19.759819|0.33153475141532157
Virginia USA|2|28.150395000000003|0.35453210583665107
FORT LAUDERDALE, Flevoland|2|23.63843500000001|0.4346218524642435
Fort Worth, TX|6|16.169765|0.3398913973992723
Denmark|2|20.50271|0.33593311602215925
Hatfield, Hertfordshire, England|3|19.85417333333333|0.34863014215936494
Oslo, Norway|2|24.364515|0.3923252825279137
Belgium|5|22.453225999999994|0.3765505034190216
Paw Paw, WV|13|25.283767692307695|0.46102301572617654
Argentina|3|17.644663333333334|0.41084158724086123
Earth|4|14.061095000000005|0.5122267383177268
Georgia|33|21.825296969696968|0.40083173916262727
Madison, Wisconsin|2|30.227294999999994|0.4460715844124553
Philadelphia, PA|36|23.160271666666663|0.44221645065848025
Mexico|4|31.294132499999996|0.0
Galloway, Panola County, TX|9|21.23089888888889|0.46219010459077847
Waukesha WI|2|22.78579|0.4059673692017926
Nashville, Tennessee|3|24.716439999999995|0.8051088596354642
Missouri|5|20.999729999999996|0.048019681150592214
Fargo, ND|13|20.812246153846157|0.3952476231814171
Oxford, MS|2|29.37829|0.4666288889016846
Stamford, CT|10|19.258872999999994|0.28399522733086224
Geneva, NY|2|27.67226|0.5634035658694969
Auburn, CA|2|15.281035|0.3557078670042176
Cardiff, Wales|12|17.22590333333333|0.3470069209304056
HOLLYWOOD, California|1|19.25404|0.43632993386586194
Wisconsin|10|24.73793|0.43221574353928655
Tyler, AL|5|14.226941999999998|0.0
ALBUCRAZY, NEW MEXICO|1|31.337090000000003|0.43413714031124645
Athens, GA|9|26.23955222222222|0.6046578676743457
London ON|1|28.34445999999999|0.26859387985460426
St. Louis, MO|45|21.817733333333326|0.413492602479254
Chester, NY|4|15.0857025|0.3321774449732797
Bakersfield, CA|3|18.93756|0.5051209163474845
Rio de Janeiro, BR|3|15.446883333333332|0.39043497326886406
New York, New York|24|27.633863750000003|0.6846841861130408
DURHAM, North Carolina|7|23.594122857142857|0.37027351896629584
Wales|2|19.691225|0.5904492768121657
Heston, Middlesex, England|3|25.054183333333327|0.42494033080279464
Richmond VA|12|21.994207499999998|0.4547148410790918
OCALA, Florida|2|18.87326|0.40902774457009566
Muskegon, MI|6|19.185091666666665|0.5735545435144068
Orlando, FL|5|15.752181999999994|0.5335700841220012
St. Catherine, Jamaica|3|14.435956666666662|0.46678421162847866
 UbÃ¡, Minas Gerais|2|23.364565000000002|0.32188268994567615
San Fransisco, CA|1|19.688119999999998|0.3456373142289708
Jacksonville, TX|9|19.479027777777773|0.3076006640757058
Madisonville, TN|7|26.180264285714284|0.3977756543226217
Luttrell, TN|3|23.09765333333333|0.41457883654371946
Jï¿½ping, Sweden|13|15.490659230769236|0.5283022622842386
Lincoln Park, MI|6|31.731706666666664|0.4514660603634324
Dallas, Texas|1|12.76115999999999|0.26949647853738856
Ripley, TN|15|18.439986666666666|0.35303574014515926
Wallington, Surrey, England|1|52.08725999999999|0.5299958328993075
Santa Monica, CA|13|34.41048999999999|0.4420899220483888
Hanna, Alberta, Canada|1|33.069230000000005|0.779968004597178
Menilmontant, France|12|18.062931666666667|0.3915853290262099
Venus|1|27.057160000000003|0.4222451667971869
Oklahoma|1|13.667100000000005|0.33708930033210055
Queensbridge, NY|8|24.12626625|0.5001193350750798
Rockdale, TX|7|19.569355714285717|0.31437890825529674
Pennsylvania|29|20.170000344827585|0.2732703707264414
New York, NY [The Bronx]|11|20.349262727272727|0.4421553403747408
Thaba Nchu|8|27.269532500000004|0.47696815493218714
Jersey City, NJ|6|22.827228333333334|0.46151720449793504
 NC|2|15.115329999999998|0.544446276903691
Lansing, MI|3|28.798683333333333|0.39562751431660476
BÃ©zu, comme Superdupont, ne connait qu&#039;un pays : la France !|8|33.127556250000005|0.1489854809922737
Bay City, MI|15|16.848502000000003|0.6635180550101242
St. Louis, Missouri|3|11.043553333333335|0.429591920024943
CANADA - QuÃ©bec|7|23.97128571428571|0.35579039683656194
Brooklyn|2|30.502899999999997|0.41818399894150504
Nordrhein-Westfalen|5|21.868603999999998|0.42779771893775925
Serbia|1|22.20827|0.4304741378704187
Hermosillo Sonora, Mexico|4|25.371179999999995|0.28833088784398053
Kremenchuk, Ukraine|1|29.453590000000005|0.32242110999388746
Neuilly-sur-Seine, France|5|19.365104|0.34369744996261
Jackson MS|11|26.12535363636363|0.5124556425769483
Rennes|10|30.051301000000006|0.43454194621814934
Gothenburg|1|19.35514|0.45837771851476755
Paris, France|15|33.39939|0.40690892076479
Jamaica|49|20.20414306122449|0.3601756279696012
Lynn Lake, Manitoba, Canada|3|17.657473333333332|0.3717867334568803
Nashville / Los Angeles|1|25.759350000000005|0.6538972174277825
Canada|42|14.887543095238094|0.38224511755653895
Middlesex, England|2|22.204349999999998|0.3544547084781845
Shawnee OK|2|13.668194999999997|0.3872251762773809
North Carolina|26|24.40250307692307|0.3159789062948649
Oakland CA|2|45.033970000000004|0.42883453621653383
California - LA|110|22.989384727272732|0.3773758121878222
Antwerp,Belgium, New York|1|14.142950000000006|0.4065914766883161
Cullendale, AR|2|19.529075|0.3509282709771781
Longjumeau, France|4|16.973159999999996|0.3685067533998095
Nashville, TN.|8|18.709102499999997|0.47722519044321693
Montreal|9|16.089081111111113|0.3335571586810798
Old Town, ME|2|28.924595|0.5145233784406406
New Orleans, LA|27|20.462999629629635|0.38467202989160193
Geneva, Switzerland|19|19.86533894736842|0.29127102999606763
Attleboro, MA|8|15.175663749999998|0.3765142312148788
ABD|1|19.27059|0.5344297136566577
BAKERSFIELD, California|8|18.2230325|0.49607134662408603
Scotland|22|20.93967681818182|0.45393873844129673
Washington, D.C.|1|21.52798|0.5554145758164936
Hacienda Heights, CA|1|52.91336999999999|0.5602055463890734
Seattle, WA|33|25.600047575757575|0.5314370540844064
Chicago|10|25.160841|0.5832989977048231
Fort Wayne, Indiana|3|42.46493333333333|0.47539306344238136
United Kingdom|15|22.84878266666666|0.35280139295718027
Macclesfield, Cheshire, England|1|19.524159999999995|0.3975172158211834
Birmingham, England|16|22.392635625000004|0.49336677007442997
Ft. Lauderdale, FLORIDA|1|30.634909999999998|0.4603895823113582
Los Angeles|12|24.96415166666667|0.42871233258898717
Greenwood, MS|40|17.687572250000006|0.3680540387507246
Los Angeles CA|2|34.04089|0.5502122435716671
New York, NY|196|23.84562872448978|0.4177570466524219
Hartford, CT|1|19.876130000000003|0.39659627481766685
JAPAN|2|18.00601000000001|0.16308142644432702
Jacksonville, FL|54|21.99020018518519|0.3958824127986311
Samti, LA|6|19.37367|0.4088617195261995
Newark, NJ|28|27.325313214285707|0.360413978828937
Crawley, England|2|25.488990000000005|0.5789935486635668
Escatawpa, MS|2|39.05693|0.6429822198767309
Virginia|65|18.89176707692307|0.33694049662990566
Vernet les Bains|5|26.703498000000003|0.34384449941445117
Vidor, TX|6|22.356081666666665|0.4225074508261564
Sï¿½, France|1|14.73248|0.3942896621203247
Austin|5|16.35134|0.35732904198450727
 |1|33.33725000000001|0.41325469345890786
allentown Pennsylvania USA|14|19.079153571428574|0.4538502653305247
Massachusetts|4|24.564027499999998|0.3601450565062343
Tokyo, Japan|2|28.90809|0.4064096562655635
Edinburg, TX|11|22.999881818181816|0.4268518532355513
Alabama|1|20.78909|0.5608197692618571
Lafayette, LA|34|16.938484705882356|0.34179074899402834
Miami, FL|21|23.491880952380956|0.3531562974667233
Finland|1|21.852580000000003|0.38925674304397423
Denver, CO|3|10.531820000000002|0.44316490063858804
Mississippi|13|23.77924384615384|0.3327090083267091
London UK-England|3|24.490916666666674|0.3852995882958378
Noci (BA)|3|29.947766666666666|0.44900243552230545
Ghent, Belgium|1|18.56409|0.5018259436544124
Yorkshire, England|9|19.488462222222225|0.3192097207672035
New York|87|20.438432413793095|0.33637292431060906
Haifa, Israel|2|24.576935|0.370138414325543
Bundundu, Zaire|7|24.69187857142858|0.3323241784354463
Toyohashi, Japan|3|38.996280000000006|0.4593874246131378
Whitestone, Queens, NY|2|19.20572|0.4585920249078077
Calcutta, India|5|28.714584000000002|0.7880460775223093
Charleston, SC|2|11.039254999999997|0.3311935373688433
Newcastle|1|16.948970000000003|0.4824868021390311
Schï¿½erg, Germany|3|18.328336666666665|0.41650394637002613
Brenham, TX|8|27.2718325|0.36296059711209405
Kitee, Finland|8|25.816676249999993|0.5803452713778326
Brockton, MA|17|22.24248588235294|0.4079247008265302
Sunflower, MS|2|10.200230000000005|0.38958978111331777
Steubenville, OH|2|23.70815|0.6239702655142668
Salvador BRAZIL|4|25.04937|0.2643969157841352
Brandon|4|33.785447500000004|0.45278947675222264
South Jamaica, Queens|6|32.81637833333334|0.41224060053560735
Hamtramck, MI|2|14.004739999999998|0.29405319339903574
Middlesbrough, England|12|20.425158333333325|0.3985903424289084
UK - England - London|1|26.986670000000004|0.36394322928777034
Ewing, NJ|2|78.097315|0.4107968133205566
Newcastle, England|3|22.27394666666667|0.4021670475170316
Muswell Hill, London, England|1|29.337320000000005|0.4478589672562874
Rosemark, TN|2|27.066059999999997|0.390981123526395
Los Angeles, California|12|30.858117500000002|0.5223189469400519
Albany, GA|8|21.016468749999998|0.325941790977393
Indiana|6|22.000619999999998|0.3171380725032055
Colfax, CA|9|21.94825555555555|0.4097626309536774
Portsmouth, VA|3|20.457626666666666|0.3394573153604458
Sweden|29|20.751623793103455|0.38768579386463514
Inongo, Zaire|4|20.221524999999993|0.32242454014879485
Philadelphia, Pennsylvania, U.S.|1|16.090730000000008|0.6002824907473767
Barking, Essex, England|5|21.666097999999998|0.5291959222813954
Brazil|23|19.829754347826096|0.326367228175596
Cuomo, Puerto Rico|2|21.792320000000004|0.3381103881122617
Australia|10|23.047535000000003|0.3601933875674243
Scranton, PA|4|17.592097499999998|0.2989467843777619
Sayreville, NJ|8|19.326152500000003|0.769126787537483
Omaha, NE|13|23.161359230769236|0.45369020255848574
Jackson, MS|22|19.356996818181816|0.3649303014443998
Volos, Greece|25|20.049534400000006|0.4737005012967776
Mascouche, Qc|25|23.184028400000006|0.31311974443621077
Salina, OK|3|18.73845333333333|0.25749632817123713
Monticello, MS|22|21.47665818181818|0.3576951947228722
Okmulgee, OK|2|16.669784999999997|0.3293946468058627
UK - England - South East|20|22.3366335|0.3494559201126842
Vallejo, CA|7|24.86198|0.33414388329061323
Mineola, AR|8|22.835283750000002|0.2915397270887778
Chickasaw County, MS|6|16.447376666666667|0.38479890996490645
New York City|26|17.93211153846154|0.36977473456055443
Hollywood, CA|7|18.677225714285708|0.14468466090957885
AUSTRALIA - Queensland|6|16.726394999999997|0.29962403768227036
Laredo, TX|19|19.38340210526316|0.3735523910141562
Talladega, AL|1|35.83616000000001|0.42427111444565735
Kingston, Jamaica|338|22.804504053254444|0.41520915513311824
Blythesville, AR|7|20.903154285714287|0.3435088776923588
Copenhagen, Denmark|1|13.281029999999987|0.281396284444565
Marseille|2|96.72463|0.3801544645883343
Kamenetz-Podolsk, Moldavia|12|17.288991666666664|0.2662295399126398
Payson, UT|1|38.88283000000001|0.417591879764777
Philadelphia, Pennsylvania|3|28.81069666666666|0.49638114568159253
East Moline, IL|2|22.886685|0.3132119447729194
Wolcott, CT|5|47.81348799999999|0.4351271948481882
London, England|147|24.433991768707493|0.4813784378639718
Houma, LA|10|21.101782000000004|0.4121442716707929
New Hampshire|8|17.8343225|0.4576766073742269
Lithonia, GA|2|12.80479|0.5669124072815322
Tampa, FL|4|24.8681125|0.38666909170602387
Louisville, KY|9|17.44926111111111|0.3405336689590267
Seattle, USA|6|15.314963333333331|0.5926693222526278
Ozark, AR|4|20.866785|0.395273631551009
Garnant, Wales|13|18.286089230769228|0.4816558624124558
Bellhaven, NC|4|22.470640000000003|0.3845495279364634
Artemisa, Cuba|6|38.79436666666667|0.423527584809167
Redding, CA|13|21.73026923076923|0.4050803533252499
PEARLINGTON, Mississippi|15|26.46418466666667|0.31724842518014007
Angleterre|1|17.416000000000004|0.5870396299655081
Memphis, TN|31|20.519651290322585|0.37670895073479277
FR|14|25.122864285714286|0.36050652459285637
Cuba|10|21.89042|0.3227772761506096
Brighton, MA|2|21.091814999999997|0.367464833037383
Latvia|1|56.78407999999999|0.3719345159710655
Harlem, NY|8|22.974528749999998|0.515325300572259
UK|12|24.364800000000002|0.6871612141294218
Marvell, AR|30|16.910181999999995|0.34107330104708217
Whitby, Yorkshire, England|2|24.013189999999994|0.3832109687924385
Regina, Saskatchewan, Canada|19|25.487067368421055|0.32501837637078196
Oakland, CA|27|21.182597777777776|0.391760829353828
Palo Alto, CA|4|26.053275|0.2951171938923701
PHILADELPHIA, Pennsylvania|1|24.185550000000006|0.5476090330976463
Twin Cities, MN|1|11.888260000000002|0.3486099592932765
SAN ANTONIO, Texas|7|19.53936571428571|0.360829937368727
Port Elizabeth, South Africa|3|20.032866666666667|0.40977899776259186
Amsterdam, The Netherlands|3|26.97342333333334|0.43378066912791974
Ohio|11|19.885998181818184|0.36833529009971605
West London, England|1|28.79636|0.3891073865259615
Poza Rica, MX|3|39.54499|0.34327566054567554
Naples, TX|3|23.296683333333334|0.33441527067536053
Venice, CA|2|28.082730000000005|0.5261825563468479
Flint, MI|1|14.660240000000002|0.5015970423227067
Hagerstown, MD|4|37.60178249999999|0.42356389026271546
NORWAY|8|16.976532499999998|0.35884502516448175
Baltimore, MD|28|17.582052500000003|0.46837551188525134
Charlotte, NC|2|14.672315|0.5408325519524202
Melbourne, Australia|3|21.507756666666666|0.5228995044793353
Sheffield, Yorkshire, England|4|40.117057499999994|0.35608258012087124
Valais/Suisse|6|22.366458333333338|0.315453462689025
Shreveport, LA|10|16.030600000000003|0.43223471070751884
Houston, TX|26|19.500135384615383|0.45067510067951283
Rio de Janeiro, Brazil|13|20.31363846153846|0.3453926571445693
Batley, England|12|26.522476666666662|0.4641864016960969
Malaga,Spanija|2|19.543360000000007|0.38339432219425473
MONMOUTH, Oregon|1|17.80331000000001|0.3385424503209152
McLellan, FL|13|18.777755384615382|0.37943697224047274
Lawton, OK|10|22.808259999999997|0.44034565217529603
FRANCE|22|18.03683636363636|0.11247019438050487
Dayton, OH|15|22.732522000000003|0.4546507321756688
Birmingham/ London, UK|10|24.184984999999998|0.3807564155734675
New York, NY [Washington Heights]|4|20.208060000000003|0.5249949644384527
Stillwater, OK|1|11.351079999999996|0.5822055641628081
Wangaratta, Victoria, Australia|15|21.629592666666667|0.47940767557514774
Bronx, NY|8|25.047185|0.5720278536807922
St. Joseph, MO|6|22.317940000000004|0.8172314806490476
Chelmsford, England|3|16.31309666666667|0.3253046738296753
Sudbury, Ontario - Canada|3|13.42622666666667|0.33567760937721514
Walker-on-Tyne, England|7|29.50827285714286|0.3591859927517973
Red Banks, MS|6|20.690851666666664|0.24547271751908598
West Hartlepool, England|12|20.13202833333333|0.20602037198456766
Algiers, LA|6|19.067668333333334|0.36064422701589893
Broken Bow, OK|2|22.131735|0.23232848937033523
Lanciano Italy|13|21.44936230769231|0.22388757828605674
Freehold, NJ|2|23.330945000000003|0.8380955324254648
Illinois|12|22.684561666666667|0.3548269931963668
Singapore|2|26.407475|0.2976647551532353
West Plains, MO|3|21.115116666666665|0.29646805439633656
Metro Manila|1|45.57131000000001|0.3265165574706309
Warszawa|1|32.01158999999999|0.48956870008733216
Helsinki, Finland|6|26.205256666666667|0.4813251469290834
Panama|2|43.511925|0.2771195134672702
Chapel Hill, NC|11|33.42634818181818|0.38566986285965404
Stovall, MS|9|24.384933333333333|0.34940935073353896
Mandeville, Jamaica|19|19.323592631578947|0.33358462783523907
London / Ex-Manchester|7|11.005614285714287|0.528795206130862
